Elutriation				
UID	NANE	PROCESS	FUNCTION	CLASSIFICATION (Spellman et al. [3])
YLL039C	UBI4	"protein degradation, ubiquitin-mediated"	ubiquitin
YLL040C	VPS13	vacuolar protein targeting	component of peripheral membrane protein complex
YLL041C	SDH2	"TCA cycle, oxidative phosphorylation"	succinate dehydrogenase
YLL042C	APG10	autophagy	unknown; protein conjugating enzyme (putative)
YLL043W	FPS1	transport	glycerol channel protein
YLL044W	YLL044W	unknown	unknown
YLL045C	RPL8B	protein synthesis	ribosomal protein L8B
YLL046C	RNP1	unknown	ribonucleoprotein
YLL047W	YLL047W	unknown	unknown
YLL048C	YBT1	transport	bile acid transporter of ABC family
YLL049W	YLL049W	unknown	unknown
YLL050C	COF1	cytoskeleton	cofilin
YLL051C	FRE6	unknown	unknown; similar to ferric reductase Fre2p	
YLL052C	AQY2	"transport, water"	aquaporin (putative)	
YLL053C	YLL053C	unknown	"unknown; similar to putative aquaporin Ypr192p, member of"	
YLL054C	YLL054C	unknown	"unknown; similar to transcription factors, has Zn[2]-Cys[6]"	
YLL055W	YLL055W	unknown	unknown; similar to Dal5p and members of the allantoate	
YLL056C	YLL056C	unknown	"unknown; similar to Y. pseudotuberculosis CDP-3,"	
YLL057C	YLL057C	unknown	unknown; similar to C-terminal half E. coli dioxygenase	
YLL058W	YLL058W	unknown	unknown; similar to Neurospora crassa O-succinylhomoserine	
YLL059C	YLL059C	unknown	unknown	
YLL060C	GTT2	glutathione metabolism	glutathione transferase	
YLL061W	MMP1	"transport, amino acid"	high affinity S-methylmethionine permease	S
YLL062C	YLL062C	unknown	unknown	S
YLL063C	AYT1	unknown	transacetylase (putative)	
YLL064C	YLL064C	unknown	unknown; similar to members of the PAU1 family	
YLL065W	GIN11	unknown	growth inhibitor	
YLL066C	YLL066C	unknown	unknown; similar to other subtelomerically-encoded proteins	G1
YLL067C	YLL067C	unknown	unknown; similar to other subtelomerically-encoded proteins	G1
YLR001C	YLR001C	unknown	unknown	
YLR002C	YLR002C	unknown	unknown	
YLR003C	YLR003C	unknown	unknown	
YLR004C	YLR004C	unknown	unknown; similar to allantoate transport protein	
YLR005W	SSL1	transcription	TFIIH subunit	
YLR006C	SSK1	signaling	two-component pathway	
YLR007W	YLR007W	unknown	unknown	
YLR008C	YLR008C	unknown	unknown	
YLR009W	YLR009W	protein synthesis	ribosomal protein L24B (putative)	
YLR010C	YLR010C	unknown	unknown	
YLR011W	YLR011W	unknown	unknown; similar to E. coli 20.4 KD protein of unknown function	
YLR012C	YLR012C	unknown	unknown	
YLR013W	GAT3	transcription (putative)	"DNA binding protein, GATA family"	M/G1
YLR014C	PPR1	pyrimidine biosynthesis	transcription factor	
YLR015W	YLR015W	unknown	unknown	
YLR016C	YLR016C	unknown	unknown
YLR017W	MEU1	glucose derepression	regulator of ADH2 expression
YLR018C	YLR018C	unknown	unknown
YLR019W	YLR019W	unknown	unknown
YLR020C	YLR020C	unknown	unknown; similar to triacylglycerol lipase
YLR021W	YLR021W	unknown	unknown
YLR022C	YLR022C	unknown	unknown
YLR023C	YLR023C	unknown	unknown
YLR024C	YLR024C	unknown	unknown; similar to ubiquitin-protein ligase Ubr1p
YLR025W	SNF7	glucose derepression	unknown
YLR026C	SED5	secretion	ER-to-Golgi t-SNARE
YLR027C	AAT2	aspartate metabolism	"aspartate aminotranferase,"
YLR028C	ADE16	purine biosynthesis	5-aminoimidazole-4-carboxamide ribonucleotide (AICAR) transformylase/IMP cyclohydrolase
YLR029C	RPL15A	protein synthesis	ribosomal protein L15A
YLR030W	YLR030W	unknown	unknown
YLR031W	YLR031W	unknown	unknown
YLR032W	RAD5	DNA repair	DNA helicase	G1
YLR033W	YLR033W	unknown	involved in temperature-sensitive growth and in pheromone response pathway	
YLR034C	SMF3	trnasport (putative)	metal transporter (putative)	G2/M
YLR035C	YLR035C	unknown	unknown	
YLR036C	YLR036C	unknown	unknown	
YLR037C	YLR037C	unknown	unknown; similar to Pau3p and other members of the PAU1	
YLR038C	COX12	oxidative phosphorylation	"cytochrome-c oxidase, subunit VIb"	
YLR039C	RIC1	transcription	(putative) transcriptional regulator of rRNA and proteins	
YLR040C	YLR040C	unknown	unknown	M/G1
YLR041W	YLR041W	unknown	unknown	M/G1
YLR042C	YLR042C	unknown	unknown	
YLR043C	TRX1	DNA replication	thioredoxin I	
YLR044C	PDC1	glycolysis	pyruvate decarboxylase	
YLR045C	STU2	cytoskeleton	spindle pole body component	S
YLR046C	YLR046C	unknown	unknown	
YLR047C	YLR047C	unknown	unknown	
YLR048W	RPS0B	protein synthesis	ribosomal protein S0B	
YLR049C	YLR049C	unknown	unknown	G1
YLR050C	YLR050C	unknown	unknown; similar to C-terminal region of human MAC30	G1
YLR051C	YLR051C	unknown	unknown	
YLR052W	YLR052W	unknown	unknown	
YLR053C	YLR053C	unknown	unknown; similar to xylose isomerase	
YLR054C	YLR054C	unknown	unknown	
YLR055C	SPT8	chromatin structure	histone acetyltransferase complex subunit	
YLR056W	ERG3	sterol metabolism	C-5 sterol desaturase	S/G2
YLR057W	YLR057W	unknown	unknown	G2/M
YLR058C	SHM2	one-carbon interconversion	serine hydroxymethyltransferase	S/G2
YLR059C	YNT20	unknown	suppresses prp12 mutation	
YLR060W	FRS1	protein synthesis	"tRNA synthetase, phenylalanyl, subunit"	
YLR061W	RPL22A	protein synthesis	ribosomal protein L22A	
YLR062C	YLR062C	unknown	unknown	
YLR063W	YLR063W	unknown	unknown	
YLR064W	YLR064W	unknown	unknown	
YLR065C	YLR065C	unknown	unknown	
YLR066W	SPC3	secretion	signal peptidase subunit	
YLR067C	PET309	RNA processing	COX1 mRNA stability	
YLR068W	YLR068W	unknown	unknown	
YLR069C	MEF1	protein synthesis	"translation elongation factor G, mitochondrial"	
YLR070C	YLR070C	unknown	unknown; similar to sugar dehydrogenases	
YLR071C	RGR1	transcription	RNA polymerase II mediator subunit	
YLR072W	YLR072W	unknown	unknown	
YLR073C	YLR073C	unknown	unknown	
YLR074C	YLR074C	unknown	unknown	
YLR075W	RPL10	protein synthesis	ribosomal protein L10	
YLR076C	YLR076C	unknown	unknown	
YLR077W	YLR077W	unknown	unknown	
YLR078C	BOS1	secretion	ER-to-Golgi v-SNARE	
YLR079W	SIC1	cell cycle	Cdc28p-Clb5 protein kinase inhibitor	M/G1
YLR080W	YLR080W	unknown	unknown	
YLR081W	GAL2	transport	glucose and galactose permease	
YLR082C	SRL2	unknown	unknown; suppressor of Rad53 lethality	
YLR083C	EMP70	secretion (putative)	endosomal membrane protein	
YLR084C	RAX2	cell polarity (putative)	unknown	G2/M
YLR085C	ARP6	cytoskeleton (putative)	actin-related protein	
YLR086W	SMC4	"mitosis, chromosome condensation and segregation"	unknown	
YLR087C	YLR087C	unknown	unknown	
YLR088W	GAA1	protein processing	GPI:protein transamidase component	
YLR089C	YLR089C	unknown	unknown; similar to alanine aminotransferase	
YLR090W	XDJ1	unknown	unknown; similar to E.coli dnaJ	
YLR091W	YLR091W	unknown	unknown	
YLR092W	SUL2	transport	sulfate permease	
YLR093C	NYV1	vacuolar protein targeting	vacuolar v-SNARE	
YLR094C	GIS3	unknown	unknown	
YLR095C	YLR095C	unknown	unknown	G2/M
YLR096W	KIN2	unknown	 protein kinase	
YLR097C	YLR097C	unknown	unknown	
YLR098C	CHA4	ser/thr metabolism	CHA1 activator	G2/M
YLR099C	ICT1	copper ion homeostasis (putative)	unknown	S/G2
YLR100W	YLR100W	unknown	unknown	G2/M
YLR101C	YLR101C	unknown	unknown	
YLR102C	APC9	cell cycle	anaphase-promoting complex subunit	
YLR103C	CDC45	DNA replication	pre-replicative complex subunit (putative)	G1
YLR104W	YLR104W	unknown	unknown	
YLR105C	SEN2	tRNA splicing	splicing endonuclease subunit	
YLR106C	YLR106C	unknown	unknown; similar to Rnh70p	
YLR107W	YLR107W	unknown	unknown	
YLR108C	YLR108C	unknown	unknown	
YLR109W	AHP1	oxidative stress response	alkyl hydroperoxide reductase	
YLR110C	YLR110C	unknown	"unknown; similar to Flo1p, Fig2p, Flo5p, Yal063p, and Ykr102p"	
YLR111W	YLR111W	unknown	unknown	
YLR112W	YLR112W	unknown	unknown	
YLR113W	HOG1	"signaling, high osmolarity pathway"	MAPK (mitogen-activated protein kinase)	
YLR114C	YLR114C	unknown	unknown; similar to Drosophila bicaudal-D protein	
YLR115W	CFT2	mRNA 3'-end processing	cleavage/polyadenylation factor CF II component	
YLR116W	MSL5	mRNA splicing	branchpoint bridging protein (commitment complex component)	
YLR117C	SYF3	cell cycle (putative)	unknown; synthetic lethal with cdc40	
YLR118C	YLR118C	unknown	unknown	
YLR119W	SRN2	"RNA export, putative"	unknown	
YLR120C	YPS1	protein processing	GPI-anchored aspartic protease	
YLR121C	YPS3	protein processing	GPI-anchored aspartic protease	G1
YLR122C	YLR122C	unknown	unknown	
YLR123C	YLR123C	unknown	unknown; similar to class I family of aminoacyl-tRNA	
YLR124W	YLR124W	unknown	unknown	
YLR125W	YLR125W	unknown	unknown	
YLR126C	YLR126C	unknown	unknown; similar to Pseudomonas aeroginosa anthranilate	
YLR127C	APC2	mitosis	anaphase promoting complex subunit	
YLR128W	YLR128W	unknown	unknown	
YLR129W	DIP2	unknown	interacts with Dom3p	
YLR130C	ZRT2	transport	zinc transporter	
YLR131C	ACE2	transcription	CUP1 regulator	G2/M
YLR132C	YLR132C	unknown	unknown	
YLR133W	CKI1	lipid metabolism	choline kinase	
YLR134W	PDC5	glycolysis	pyruvate decarboxylase	
YLR135W	YLR135W	unknown	unknown	G1
YLR136C	TIS11	unknown	unknown	
YLR137W	YLR137W	unknown	unknown	
YLR138W	NHA1	transport (putative)	Na+/H+ antiporter	
YLR139C	SLS1	mitochondrial metabolism	integral membrane protein	
YLR140W	YLR140W	unknown	unknown	
YLR141W	RRN5	transcription	component of upstream activation factor complex (UAF)	
YLR142W	PUT1	proline utilization	proline oxidase	S/G2
YLR143W	YLR143W	unknown	unknown; similar to Mmd1p	
YLR144C	ACF2	cytoskeleton	cortical actin assembly	
YLR145W	YLR145W	unknown	unknown	
YLR146C	SPE4	spermine biosynthesis	spermine synthase	
YLR147C	SMD3	mRNA splicing	core snRNP protein	
YLR148W	PEP3	vacuole biogenesis	vacuolar membrane protein	
YLR149C	YLR149C	unknown	unknown	
YLR150W	STM1	unknown	unknown; suppressor of tom1 and pop2 mutations	
YLR151C	YLR151C	unknown	unknown	G1
YLR152C	YLR152C	unknown	unknown; similar to Ecm3p	
YLR153C	ACS2	acetyl-CoA biosynthesis	acetyl-coenzyme A synthetase	
YLR154C	YLR154C	unknown	unknown	G1
YLR155C	ASP3-1	asparagine utilization	L-asparaginase II	
YLR156W	YLR156W	unknown	unknown	
YLR157C	ASP3-2	asparagine utilization	L-asparaginase II	
YLR158C	ASP3-3	asparagine utilization	L-asparaginase II	
YLR159W	YLR159W	unknown	unknown	
YLR160C	ASP3-4	asparagine utilization	L-asparaginase II	
YLR161W	YLR161W	unknown	unknown	
YLR162W	YLR162W	unknown	unknown	
YLR163C	MAS1	protein processing	mitochondrial processing protease subunit	
YLR164W	YLR164W	unknown	unknown; similar to Sdh4p	
YLR165C	YLR165C	unknown	unknown	
YLR166C	SEC10	secretion	exocyst complex subunit	
YLR167W	RPS31	protein synthesis	ribosomal protein S31	
YLR168C	MSF1'	unknown	intramitochondrial protein sorting (putative)	
YLR169W	YLR169W	unknown	unknown	S/G2
YLR170C	APS1	secretion	AP-1 complex subunit	
YLR171W	YLR171W	unknown	unknown	
YLR172C	DPH5	diphthamide biosynthesis	diphthamide methyltransferase	
YLR173W	YLR173W	unknown	unknown	
YLR174W	IDP2	TCA cycle	isocitrate dehydrogenase	
YLR175W	CBF5	mitosis	centromeric microtubule binding protein	
YLR176C	RFX1	unknown	unknown; DNA binding protein	
YLR177W	YLR177W	unknown	unknown	
YLR178C	TFS1	cell cycle	suppresses cdc25 mutations	
YLR179C	YLR179C	unknown	unknown; similar to Tfs1p	
YLR180W	SAM1	methionine metabolism	S-adenosylmethionine synthetase	S/G2
YLR181C	YLR181C	unknown	unknown	
YLR182W	SWI6	cell cycle	transcription factor	
YLR183C	YLR183C	unknown	unknown	G1
YLR184W	YLR184W	unknown	unknown	
YLR185W	RPL37A	protein synthesis	ribosomal protein L37A	
YLR186W	YLR186W	unknown	unknown	
YLR187W	YLR187W	unknown	unknown	
YLR188W	MDL1	transport	ATP-binding cassette (ABC) family	
YLR189C	UGT51	sterol metabolism	UDP-glycosyltransferases	
YLR190W	YLR190W	unknown	unknown	G2/M
YLR191W	PEX13	peroxisomal protein targeting	docks peroxisomal protein receptor	
YLR192C	HCr1	unknown	unknown; high copy suppressor of rpg1	
YLR193C	YLR193C	unknown	unknown; similar to Msf1p	
YLR194C	YLR194C	unknown	unknown	M/G1
YLR195C	NMT1	protein processing	N-myristoyltransferase	
YLR196W	PWP1	unknown	unknown; similar to beta-transducin superfamily	
YLR197W	SIK1	rRNA processing	nucleolar protein	
YLR198C	YLR198C	unknown	unknown	
YLR199C	YLR199C	unknown	unknown	
YLR200W	YKE2	cytoskeleton	microtubule nucleation	
YLR201C	YLR201C	unknown	unknown	
YLR202C	YLR202C	unknown	unknown	
YLR203C	MSS51	"mRNA splicing, COX1 and COB mRNA"	unknown	
YLR204W	QRI5	unknown	unknown	
YLR205C	YLR205C	unknown	unknown	
YLR206W	ENT2	endocytosis (putative)	unknown; epsin homolog	
YLR207W	HRD3	protein degradation	HMG-CoA reductase degradation	
YLR208W	SEC13	secretion	vesicle coat component	
YLR209C	YLR209C	unknown	unknown; similar to human purine nucleoside phosphorylase	S/G2
YLR210W	CLB4	cell cycle	G2/M cyclin	S/G2
YLR211C	YLR211C	unknown	unknown	
YLR212C	TUB4	cytoskeleton	gamma-tubulin	G1
YLR213C	CRR1	unknown	"unknown; sporulation specific, related to Crh1p"	
YLR214W	FRE1	iron homeostasis	ferric (and cupric) reductase	G2/M
YLR215C	YLR215C	unknown	unknown	
YLR216C	CPR6	protein folding (putative)	peptidyl-prolyl cus-trans isomerase	
YLR217W	YLR217W	unknown	unknown	
YLR218C	YLR218C	unknown	unknown	
YLR219W	YLR219W	unknown	unknown	
YLR220W	CCC1	"ion homeostasis, Ca2+ and Mn2+"	"transmembrane transporter, putative"	
YLR221C	YLR221C	unknown	unknown	
YLR222C	YLR222C	unknown	unknown	
YLR223C	IFH1	rRNA processing	unknown	
YLR224W	YLR224W	unknown	unknown	
YLR225C	YLR225C	unknown	unknown	S/G2
YLR226W	BUR2	unknown	unknown	
YLR227C	YLR227C	unknown	unknown	
YLR228C	ECM22	unknown	"unknown; similar to transcription factors, has Zn[2]-Cys[6]"	
YLR229C	CDC42	"signaling, filamentous or polarized growth"	"GTPase, Rho subfamily"	
YLR230W	YLR230W	unknown	unknown	
YLR231C	YLR231C	unknown	unknown; similar to rat kynureninase (PIR:PS0370)	G1
YLR232W	YLR232W	unknown	unknown	
YLR233C	EST1	telomere length regulation	putative end-binding protein	G1
YLR234W	TOP3	DNA replication	DNA topoisomerase III	G1
YLR235C	YLR235C	unknown	unknown	G1
YLR236C	YLR236C	unknown	unknown	G1
YLR237W	THI7	transport	thiamine transporter	
YLR238W	YLR238W	unknown	unknown	
YLR239C	YLR239C	unknown	unknown; similar to E. coli LipB protein which is	
YLR240W	VPS34	vacuolar protein targeting	phosphatidylinositol 3-kinase	
YLR241W	YLR241W	unknown	major facilitator superfamily	
YLR242C	ARV1	unknown	unknown; similar to C.elegans R05H5.5 protein and Nup120p	
YLR243W	YLR243W	unknown	unknown	
YLR244C	MAP1	protein processing	methionine aminopeptidase	
YLR245C	CDD1	pyrimidine metabolism	cytidine deaminase	
YLR246W	ERF2	signaling (putative)	unknown; synthetic lethal with Ras CaaX mutant	
YLR247C	YLR247C	unknown	unknown; similar to Rad16p	
YLR248W	RCK2	unknown	Ca/calmodulin-dependent protein kinase	
YLR249W	YEF3	protein synthesis	translation elongation factor eEF3	
YLR250W	SSP120	secretion	unknown	
YLR251W	YLR251W	unknown	unknown; similar to mouse MPV17 protein	
YLR252W	YLR252W	unknown	unknown	
YLR253W	YLR253W	unknown	unknown; similar to Abc1p	
YLR254C	YLR254C	unknown	unknown	G2/M
YLR255C	YLR255C	unknown	unknown	
YLR256W	HAP1	transcription	heme-dependent transcription factor
YLR257W	YLR257W	unknown	unknown
YLR258W	GSY2	glycogen metabolism	glycogen synthase
YLR259C	HSP60	protein folding	mitochondrial chaperonin
YLR260W	LCB5	sphingolipid metabolism	long chain base kinase
YLR261C	YLR261C	unknown	unknown
YLR262C	YPT6	secretion	"GTP-binding protein, rab family"
YLR263W	RED1	"meiosis, synapsis"	synaptonemal complex component (putative)
YLR264W	RPS28B	protein synthesis	ribosomal protein S28B
YLR265C	YLR265C	unknown	unknown
YLR266C	YLR266C	unknown	"unknown; similar to transcription factors, has Zn[2]-Cys[6]"
YLR267W	BOP2	unknown	unknown; bypass of PAM1
YLR268W	SEC22	secretion	ER-to-Golgi v-SNARE
YLR269C	YLR269C	unknown	unknown
YLR270W	YLR270W	unknown	unknown
YLR271W	YLR271W	unknown	unknown; similar to retrovirus-related protease
YLR272C	LOC7	"mitosis, sister chromatid cohesion"	unknown	
YLR273C	PIG1	glucose repression	(putative) Glc7p regulatory subunit	M/G1
YLR274W	CDC46	DNA replication	MCM initiator complex	M/G1
YLR275W	SMD2	mRNA splicing	U1 snRNP protein	
YLR276C	DBP9	unknown	putative RNA helicase	
YLR277C	YSH1	mRNA 3'-end processing	cleavage/polyadenylation factor CF II component	
YLR278C	YLR278C	unknown	"unknown; similar to transcription factors, has Zn[2]-Cys]"	
YLR279W	YLR279W	unknown	unknown	
YLR280C	YLR280C	unknown	unknown	
YLR281C	YLR281C	unknown	unknown	
YLR282C	YLR282C	unknown	unknown	
YLR283W	YLR283W	unknown	unknown	
YLR284C	ECI1	unknown	"putative enoyl-CoA hydratase, peroxisomal"	
YLR285W	YLR285W	unknown	unknown	
YLR286C	CTS1	cell wall biogenesis	endochitinase	G1
YLR287C	YLR287C	unknown	unknown	
YLR288C	MEC3	DNA repair; DNA damage checkpoint	activates exonuclease	S/G2
YLR289W	GUF1	unknown	GTPase; similar to E. coli LepA	
YLR290C	YLR290C	unknown	unknown	
YLR291C	GCD7	protein synthesis	translation initiation factor eIF2b subunit	
YLR292C	SEC72	secretion	ER protein translocation subcomplex subunit	
YLR293C	GSP1	nuclear protein targeting	"GTP-binding protein, ras superfamily"	
YLR294C	YLR294C	unknown	unknown	
YLR295C	ATP14	ATP synthesis	"F1F0-ATPase complex, subunit h"	
YLR296W	YLR296W	unknown	unknown	
YLR297W	YLR297W	unknown	unknown	G2/M
YLR298C	YHC1	mRNA splicing	U1 snRNP protein	
YLR299W	ECM38	glutathione biosynthesis	gamma-glutamyltransferase	
YLR300W	EXG1	cell wall biogenesis	"exo-beta-1,3-glucanase"	G1
YLR301W	YLR301W	unknown	unknown	
YLR302C	YLR302C	unknown	unknown	S/G2
YLR303W	MET17	methionine biosynthesis	O-acetylhomoserine sulfhydrylase	S/G2
YLR304C	ACO1	TCA cycle	aconitase	
YLR305C	STT4	"signaling, PKC1 pathway"	phosphatidylinositol-4-kinase	
YLR306W	UBC12	"protein degradation, ubiquitin-mediated"	E2 ub.-conjugating enzyme	
YLR307W	CDA1	sporulation	chitin deacetylase	
YLR308W	CDA2	sporulation	chitin deacetylase	
YLR309C	IMH1	secretion (putative)	unknown; suppresses ypt6 ts mutation	
YLR310C	CDC25	signaling	GDP/GTP exchange factor for Ras1p and Ras2p	
YLR311C	YLR311C	unknown	unknown	
YLR312C	YLR312C	unknown	unknown	
YLR313C	SPH1	"bud site selection, bipolar"	unknown; interacts with MAPKKs	G1
YLR314C	CDC3	cytokinesis	septin	
YLR315W	YLR315W	unknown	unknown	
YLR316C	TAD3	tRNA processing	tRNA-specific adenosine deaminase subunit	
YLR317W	YLR317W	unknown	unknown	
YLR318W	EST2	telomere length regulation	telomerase catalytic subunit	
YLR319C	BUD6	"bud site selection, bipolar"	actin-interacting protein	
YLR320W	YLR320W	unknown	unknown	
YLR321C	SFH1	chromatin structure	chromatin remodeling complex subunit	
YLR322W	YLR322W	unknown	unknown	
YLR323C	YLR323C	unknown	unknown	
YLR324W	YLR324W	unknown	unknown	
YLR325C	RPL38	protein synthesis	ribosomal protein L38	
YLR326W	YLR326W	unknown	unknown	G1
YLR327C	YLR327C	unknown	unknown; similar to Stf2p	
YLR328W	YLR328W	unknown	unknown	
YLR329W	REC102	"meiosis, recombination"	ds break formation complex subunit	
YLR330W	CHS5	cell wall biogenesis	unknown	
YLR331C	YLR331C	unknown	unknown	
YLR332W	MID2	mating (putative)	unknown; mutant is sensitive to matin pheromone	
YLR333C	RPS25B	protein synthesis	ribosomal protein S25B	
YLR334C	YLR334C	unknown	unknown	
YLR335W	NUP2	nuclear protein targeting	nuclear pore protein	
YLR336C	SGD1	signaling (putative)	high osmolarity pathway	
YLR338W	YLR338W	unknown	unknown	
YLR339C	YLR339C	unknown	unknown	
YLR340W	RPP0	protein synthesis	"ribosomal protein L10, acidic"	
YLR341W	YLR341W	unknown	unknown	
YLR342W	FKS1	cell wall biogenesis	"1,3-beta-D-glucan synthase subunit"	G1
YLR343W	YLR343W	unknown	unknown; similar to Gas1p	G1
YLR344W	RPL26A	protein synthesis	ribosomal protein L26A	
YLR345W	YLR345W	unknown	unknown	
YLR346C	YLR346C	unknown	unknown	
YLR347C	KAP95	nuclear protein targeting	beta-karyopherin	G2/M
YLR348C	DIC1	transport	mitochondrial dicarboxylate carrier	
YLR349W	YLR349W	unknown	unknown	
YLR350W	YLR350W	unknown	unknown	
YLR351C	NIT3	unknown	nitrilase	
YLR352W	YLR352W	unknown	unknown	
YLR353W	BUD8	"bud site selection, bipolar"	unknown	G2/M
YLR354C	TAL1	pentose phosphate cycle	transaldolase	
YLR355C	ILV5	isoleucine and valine biosynthesis	ketol-acid reductoisomerase	
YLR356W	YLR356W	unknown	"unknown; similar to Scm4p, possible Cdc4p-interacting"	
YLR357W	RSC2	chromatin structure	chromatin remodeling complex subunit	
YLR358C	YLR358C	unknown	unknown	
