				y744n40	y744n98	y744n41	y744n101	y744n88	y744n102	y744n89	y744n32	y744n90	y744n51	y744n96	y744n73	y744n97	y744n52	y744n100	y744n94	y744n103	y744n72	21clb2	y80n8a	16cln3	y80n9bf
2489	1.232	0.784	YKL047W	1.41763	0.1632	-2.32804	-1.76621	0.31266	-0.30616	1.34748	1.06728	-0.74503	-0.49535	-2.37115	-1.44773	1.14724	2.0875	1.63826	1.17913	3.05586	1.76649	-0.69202	1.63333	-0.0948	-0.68219
2490	1.233	0.33	YCL027W	3.52361	-3.22319	-2.82155	-2.54375	-1.54746	-1.75009	-0.72682	-0.76209	-0.16185	1.14841	1.21731	1.79932	2.02767	1.93155	1.36574	1.48237	1.32612	1.15454	-0.07116	0.70606	0.16571	-0.69132
2491	1.233	0.848	YML088W	1.68181	-0.60758	-2.35225	-1.76938	-0.21453	0.54129	1.56235	1.4615	0.71092	-0.41143	-1.01455	-1.10855	0.85195	1.2279	2.29986	1.76018	1.89381	0.59939	0.19968	-0.35003	1.78313	-1.55514
2492	1.233	0.787	YNR053C	3.17777	-2.59202	-2.7688	-2.30976	-0.47969	-0.0426	1.3065	0.85201	0.81131	0.11556	-0.40596	-0.37556	1.30071	1.72303	2.53467	1.68526	2.11418	0.90414	1.46571	-0.4845	0.65154	-1.24514
2493	1.233	0.425	YLR441C	4.10351	-2.94912	-2.78971	-2.16004	-0.60189	-1.77382	-0.00678	-1.11171	-0.08391	0.02675	0.04943	0.5811	2.98773	2.98501	2.81902	1.39082	2.39388	0.6959	5.78668	0.70626	-0.55237	-3.67637
2494	1.233	0.884	YBL082C	1.03919	-1.10292	-1.53415	-1.34844	0.51109	1.68331	2.43006	2.20545	1.14328	-0.43687	-1.60428	-1.98016	-0.80625	0.05052	1.36668	0.71014	1.51635	0.62184	-1.44761	-1.02794	0.43059	1.2279
2495	1.234	0.531	YGR076C	-0.68497	-0.00071	0.34646	0.42556	1.96768	2.93045	2.32895	2.29425	0.66023	-1.67742	-1.976	-3.04192	-2.13161	-0.86766	0.61571	-0.96787	0.84422	-0.3059	0.94754	-0.65224	-1.26696	0.98725
2496	1.234	0.786	YKL053W	0.43858	0.84978	-1.80829	-1.1282	1.25748	1.55187	2.77058	2.07692	-0.06463	-1.64579	-3.56299	-3.07753	-0.50067	0.36015	1.09666	0.12595	2.41679	0.50073	-1.14024	1.53457	1.46803	-1.43516
2497	1.235	0.52	YLR179C	1.15045	-2.5135	0.57289	0.34775	1.38837	2.97886	2.79003	1.80309	2.0231	-1.43454	-0.95338	-2.40321	-2.28415	-1.90719	0.59399	-1.57875	-0.02322	-1.46465	1.79248	-0.87112	0.19192	-0.21152
2498	1.235	0.822	YBR171W	3.96968	-2.7181	-1.96485	-1.88194	-0.01635	-0.19935	2.65658	0.75601	0.68135	-0.56674	-2.18792	-1.43989	0.63012	0.68757	1.27655	-0.46022	2.88209	0.71587	-0.82755	2.5027	1.29008	-1.76569
2499	1.235	0.12	YJL163C	-2.92087	2.67856	0.95739	1.10679	1.87154	2.54269	1.49671	2.06584	-0.01992	-1.43061	-2.05786	-2.74059	-2.13751	-1.07808	-0.30762	-0.65528	0.12472	-0.18427	-0.8088	-1.03935	-1.12584	1.88955
2500	1.236	0.517	YLR449W	3.48386	-1.57851	-3.92348	-3.19339	-1.39091	-2.00805	-0.05852	-0.01911	-0.30932	0.97473	-0.10398	0.90084	3.2679	3.71544	3.16151	3.17451	3.09305	2.25764	1.03656	0.34552	0.18866	-1.46316
2501	1.236	0.15	YBR210W	-1.11909	3.87657	-3.0732	-1.70339	-0.55809	-1.95818	-1.57359	-0.0825	-2.18983	-0.05806	-0.78006	0.11171	3.42076	4.13056	2.49502	3.79586	2.45334	2.06883	2.21628	-0.33685	0.11958	-2.33693
2502	1.236	0.971	YPL245W	2.1015	-2.06127	-1.54632	-1.34219	0.57218	1.70485	2.58811	2.05333	1.37954	-0.7493	-1.40958	-1.99242	-0.49937	0.27737	1.99688	0.53037	1.81505	0.30511	0.52364	-0.41203	0.46612	-0.29666
2503	1.237	0.892	YOL142W	2.46255	-1.51286	-2.40928	-2.04526	-0.21389	0.27168	1.90507	1.33919	0.61686	-0.16295	-1.50466	-1.09842	0.62708	1.08435	1.77783	1.16432	2.25373	0.99894	-1.19395	0.80479	1.42848	-0.87065
2504	1.237	0.692	YDR179C	0.23285	-0.2742	-0.86262	-0.87571	1.19678	2.05658	2.66737	2.76285	0.52845	-0.62775	-2.56748	-2.66022	-1.46774	0.06377	0.92035	0.21714	2.07551	1.34608	-3.04709	0.19271	-1.33097	2.95014
2505	1.238	0.622	YHR090C	-0.09591	1.68715	-1.85171	-1.25778	0.96489	0.07153	1.21444	1.40513	-1.43037	-0.77883	-3.09094	-2.06239	0.56508	2.02134	1.09054	0.89222	3.12309	2.11906	-1.30719	1.79747	-1.34372	0.49138
2506	1.238	0.846	YMR172W	1.37748	-0.97554	-2.04455	-1.74826	0.35821	1.05419	1.64997	2.27221	0.59893	0.00202	-1.12826	-1.47471	0.29847	1.8768	2.70623	2.00025	2.59118	1.8808	-0.02759	-1.05468	-1.49065	1.67462
2507	1.239	0.499	YIL054W	-1.33721	1.37146	0.08588	0.5036	2.65811	2.77972	2.56458	2.22893	-0.25497	-2.39616	-3.51309	-3.97153	-1.90303	-0.4176	0.44956	-1.23618	1.63318	-0.08693	1.70415	0.45465	-1.78214	0.11898
2508	1.239	0.573	YPL039W	-0.07022	-0.8712	0.43546	0.39698	2.42905	3.07111	2.82061	2.35528	0.68228	-1.85315	-2.54747	-3.53556	-2.34564	-0.77125	0.67157	-1.50543	1.3765	-0.09843	1.79888	-0.17249	-2.60183	1.40302
2509	1.239	0.773	YLR112W	2.06883	-0.82038	-2.69604	-2.25295	0.0694	-0.37321	1.16632	1.30889	-0.37808	0.16474	-1.69664	-1.01133	1.3933	2.77907	2.452	1.94918	3.38852	2.46338	-0.16697	0.70009	-1.62065	0.7508
2510	1.239	0.931	YLR059C	1.55529	-1.85389	-1.20794	-1.15928	0.68841	1.76967	2.45743	2.16679	1.23508	-0.5099	-1.43554	-1.98344	-0.8623	0.13732	1.57686	0.43179	1.66996	0.6183	-0.30797	-0.62222	-0.47783	1.10942
2511	1.239	0.892	YPR038W	0.70995	-0.68954	-1.19311	-0.99943	0.90172	1.68255	2.23988	2.1264	0.71668	-0.67219	-1.87647	-2.17565	-0.81479	0.28658	1.33634	0.46656	1.74101	0.76422	-0.57616	-0.47422	-0.75795	1.26017
2512	1.239	0.289	YLR311C	-2.15477	2.67153	-0.46397	0.0791	1.45975	1.22635	0.44334	1.53425	-1.00406	-1.02731	-1.75111	-2.0128	-0.35862	1.17609	0.96331	0.78124	1.42264	1.06158	1.13424	-0.86496	-2.40495	1.28712
2513	1.241	0.529	YLR344W	1.90869	-0.7732	-1.8949	-1.30071	0.35431	-0.91375	0.31736	-0.40058	-0.92821	-0.51498	-1.4432	-0.50057	1.62593	2.08878	1.41672	0.50323	2.23531	0.90063	3.09894	1.69527	-1.31016	-2.0736
2514	1.241	0.84	YIL112W	2.08035	-0.53218	-2.78986	-2.34604	0.31571	0.0108	2.04153	1.90962	-0.3779	-0.22473	-2.74537	-1.86112	0.90925	2.37891	2.15666	1.56802	3.86584	2.561	-1.72552	1.63932	-0.69637	0.49675
2515	1.242	0.388	YOR169C	2.01747	-1.3851	-2.21413	-1.83641	-1.11999	-0.95647	-0.36374	-0.03049	0.3038	0.83302	1.01634	1.01094	1.74243	1.85216	1.93183	2.03745	1.11882	0.95386	1.30146	-1.22979	0.29356	-0.66974
2516	1.242	0.962	YHR134W	1.75457	-1.65848	-1.54453	-1.27486	1.15715	1.95965	2.99345	2.30014	1.00766	-1.14759	-2.42651	-2.78547	-0.84697	0.27642	1.73927	0.11445	2.28051	0.52553	0.66218	0.18692	-0.35242	-0.07099
2517	1.243	0.842	YJR071W	2.68256	-1.44657	-2.90617	-2.32142	-0.1718	-0.18859	1.42609	1.01727	0.23428	-0.16316	-1.38442	-0.94223	1.37458	2.06745	2.43556	1.6473	2.76922	1.34677	0.99765	0.5572	0.27205	-1.34632
2518	1.243	0.92	YGR102C	1.25665	-0.20682	-2.15911	-1.53938	0.82872	0.87389	1.94484	1.6695	0.00777	-0.98582	-2.35501	-2.1923	0.35097	1.46089	2.00435	0.93267	2.69817	1.07308	1.12872	0.51025	-0.40197	-0.85916
2519	1.243	0.909	YEL017W	1.08992	-0.62432	-1.76071	-1.28213	1.33665	2.35753	3.4119	2.722	0.97647	-1.51208	-3.11716	-3.3865	-1.1153	-0.02199	1.60716	0.18328	2.29282	0.3534	-0.12691	0.22794	0.82441	-0.62451
2520	1.244	0.397	YOR049C	1.42594	-0.10562	-1.94289	-1.79464	-0.31132	-1.84446	-0.15348	0.17428	-1.47241	0.97262	-1.32193	0.1556	1.84171	3.1152	1.20401	1.62769	3.10731	3.21277	-1.63965	1.76893	-2.52079	1.77341
2521	1.245	0.714	YJR046W	0.22322	-0.33891	-0.51432	-0.23163	1.51731	2.61536	2.94106	2.27323	1.06642	-1.71327	-2.43944	-3.15705	-1.684	-0.94963	0.82175	-0.64239	1.10604	-0.55383	0.72592	-0.15526	0.87366	-0.86804
2522	1.245	0.902	YIL127C	2.66625	-2.34295	-2.01586	-1.68991	0.30534	0.54251	1.79318	1.08396	0.71588	-0.44566	-1.24937	-1.2936	0.47579	1.15415	2.00763	0.69629	2.15394	0.68278	2.02045	0.21522	-0.41127	-0.99361
2523	1.245	0.967	YPL132W	1.38991	-1.03496	-1.54032	-1.30172	0.8187	1.3056	2.30894	1.94948	0.55124	-0.70757	-2.14011	-2.1745	-0.46176	0.63525	1.49049	0.42419	2.23913	0.96352	-0.27567	0.42101	-0.6291	0.48482
2524	1.245	0.802	YPR062W	1.67674	-1.65538	-1.04364	-0.70801	1.28206	1.74099	2.46735	1.46788	0.89347	-1.53622	-1.96184	-2.54528	-0.65746	0.05272	1.52198	-0.50407	1.68258	-0.34199	3.17895	0.2291	-0.21554	-1.73733
2525	1.245	0.186	YKL135C	0.42986	1.05786	-2.35816	-1.61437	-0.98314	-1.42324	-1.19036	-0.14544	-0.68126	0.69834	0.66086	0.97464	2.4778	2.83313	2.20308	2.93498	1.40592	1.4457	1.69473	-1.25322	-0.12181	-0.91016
2526	1.246	0.33	YDR064W	1.79779	-0.36812	-1.97062	-1.44074	-0.38234	-1.71448	-0.47162	-0.90661	-1.17106	0.13339	-0.78296	0.53565	2.05119	2.15235	0.9988	0.85222	1.83315	1.10025	1.31658	2.08866	-0.51889	-1.89862
2527	1.246	0.893	YNL216W	1.18035	-0.27417	-2.36651	-1.71706	0.21564	1.30165	2.06835	2.06052	0.93435	-0.70781	-1.46353	-1.86558	0.12075	0.80532	2.19915	1.52595	1.88426	0.51103	0.43481	-0.93892	1.69591	-1.30223
2528	1.247	0.514	YOR100C	-0.4827	0.69595	0.11358	0.27037	2.65216	2.04997	2.6533	1.84837	-0.85045	-2.25591	-4.10872	-3.97662	-1.94403	-0.29344	-0.32112	-2.18762	2.38065	0.58143	0.33108	2.37105	-2.29038	0.45628
2529	1.247	0.518	YLR040C	1.81614	-0.84131	-1.85524	-1.54618	-0.79202	0.83296	2.25399	1.51181	1.54722	-0.36035	-1.01754	-1.02381	-0.18019	-0.82057	0.84284	0.76626	0.69948	-0.49886	-3.09896	0.58207	5.34969	-2.61739
2530	1.247	0.202	YDR103W	2.10635	-1.74302	-1.3963	-1.52828	-1.40099	-1.58865	-0.62631	-0.34697	0.19541	1.62916	1.12926	1.67348	1.63014	1.71754	1.19686	1.76421	0.97364	1.56767	-1.12922	-0.11974	-0.54431	1.14051
2531	1.248	0.955	YBL056W	2.0374	-1.46881	-2.35915	-1.93384	0.15291	1.51177	2.45647	2.42273	1.44741	-0.49221	-1.27325	-1.90819	-0.01892	0.87277	2.65093	1.61817	2.19379	0.75629	0.38644	-0.93083	0.9826	-0.54675
2532	1.248	0.633	YDL052C	-0.06381	2.37907	-2.87844	-1.84975	0.12713	-0.13911	1.20479	1.84139	-0.99387	-1.02655	-2.60699	-2.14519	1.51588	2.42367	2.15673	2.52535	3.22176	1.71485	-0.36915	0.94789	1.5059	-2.15842
2533	1.25	0.686	YPL125W	1.57518	-1.90479	-0.87202	-1.16198	0.19728	0.77569	1.41503	1.74312	0.76497	0.59802	-0.63803	-0.80808	-0.44728	0.89095	1.38569	0.82371	1.80449	1.79738	-1.54668	-0.30005	-2.09357	2.98353
2534	1.251	0.203	YHR011W	2.47855	-1.55453	-1.55365	-1.48504	-0.91731	-2.26231	-0.7492	-1.25519	-0.92444	0.91471	-0.05924	1.35186	2.0235	1.96775	0.5621	0.6773	1.5636	1.40503	-0.18701	2.39435	-0.9917	-0.52286
2535	1.251	0.82	YJR070C	3.03244	-2.63677	-2.49779	-2.23658	-0.66049	0.22432	1.55251	1.17417	1.27554	0.28706	-0.28179	-0.48656	0.70422	1.03045	2.12825	1.48964	1.75301	0.76693	0.40792	-0.50505	1.23823	-0.92463
2536	1.251	0.451	YJL103C	-1.08661	0.71489	0.40467	0.69462	2.70488	2.91532	2.32979	2.05009	-0.01679	-2.46588	-2.88116	-3.89311	-2.15275	-0.60517	0.46507	-1.66593	1.35562	-0.40722	3.14942	0.13416	-2.22754	-0.10103
2537	1.252	0.321	YDL136W	3.12384	-1.49095	-2.03942	-1.56727	-0.24091	-2.49117	-0.25434	-1.72401	-1.37049	-0.16189	-1.28869	0.34187	2.59963	2.51093	0.96529	0.04186	2.49988	1.01052	3.37175	3.38934	-0.86213	-3.42498
2538	1.252	0.447	YLR402W	-0.57837	1.81116	-1.37948	-0.93686	0.75076	-0.22015	0.37055	1.0133	-1.46693	-0.27875	-2.16764	-1.32737	0.61748	2.07423	0.91141	1.0525	2.52525	2.18512	-0.81144	1.07136	-2.39743	1.40734
2539	1.252	0.832	YHR135C	1.91366	-1.59936	-2.09848	-1.95528	0.02873	1.86453	3.22082	2.80714	1.83937	-0.34725	-1.84551	-2.2573	-1.04655	-0.39168	1.49263	0.88291	1.77673	0.59663	-3.02986	-0.21284	2.58309	0.17372
2540	1.252	0.712	YNL062C	1.88784	-0.69032	-2.97714	-2.45948	-0.64107	-0.39936	0.69921	1.13946	0.16259	0.56067	-0.59947	-0.26148	1.38068	2.22042	2.31336	2.35622	2.41018	1.87002	-0.46233	-0.51786	-0.31644	0.42905
2541	1.252	0.525	YIL037C	4.99908	-3.56728	-4.89104	-4.08651	-1.47116	-2.18815	-0.09005	-0.53304	-0.63495	1.00084	-0.34798	1.29539	2.92579	3.2427	2.34456	2.15549	3.1287	2.09346	0.14152	2.47194	-0.38545	-1.63039
2542	1.252	0.795	YKL029C	2.25783	-2.46099	-1.8517	-1.95339	-0.4479	1.10666	2.23798	2.07026	1.74013	0.39561	-0.61562	-1.1011	-0.57868	-0.00112	1.42719	1.07192	1.39939	0.86033	-2.51535	-0.79272	1.18986	1.31362
2543	1.253	0.927	YCR008W	1.78164	-0.96753	-2.38015	-2.10652	0.38718	1.40207	2.79216	2.8947	0.89518	-0.32029	-2.31206	-2.3667	-0.35716	1.07044	2.17327	1.44401	3.00903	1.80036	-2.07376	0.28058	0.026	1.05655
2544	1.253	0.643	YLR014C	1.02836	0.05172	-1.95645	-1.6571	0.2641	-0.49273	0.65695	1.15446	-0.81704	0.25235	-1.64541	-0.97166	1.04185	2.60137	1.75458	1.5977	3.05868	2.63881	-0.37381	0.81724	-2.38609	1.43027
2545	1.253	0.794	YJL149W	0.65054	-0.03735	-2.05187	-1.73628	0.68172	1.36919	1.85459	3.06701	0.29445	-0.09437	-1.77761	-2.18214	-0.06768	2.17911	2.79686	2.28863	3.20861	2.63717	-0.67075	-0.764	-2.00992	2.27245
2546	1.253	0.331	YPR083W	3.21595	-1.49124	-1.59486	-1.50553	-0.52783	-2.56469	0.54046	-1.4632	-1.13529	0.06949	-1.90735	0.13164	1.81678	1.33745	-0.35248	-0.85974	2.39598	1.09193	-0.72916	4.39477	0.68267	-2.52936
2547	1.253	0.365	YBL051C	3.36629	-2.45004	-2.23898	-2.301	-1.75036	-2.01619	-0.07312	-0.35249	0.28745	1.64862	0.55978	1.57627	2.02214	1.89732	1.35068	1.80141	1.68752	1.76853	-2.00984	1.09561	0.60295	0.12054
2548	1.254	0.591	YBR286W	0.87155	-1.37671	-0.01934	0.03007	1.25643	2.66555	2.89574	1.8808	1.64437	-1.69135	-1.68581	-2.75775	-1.99621	-1.76404	0.47194	-1.35257	0.39255	-1.36025	1.19396	-0.02312	1.41566	-1.48407
2549	1.254	0.87	YOR277C	2.55115	-2.66131	-1.12939	-1.03615	1.08907	1.87158	2.79197	1.83356	1.49377	-1.19579	-1.65988	-2.53079	-0.87599	0.07217	1.91978	-0.49213	2.0169	-0.01516	2.79567	0.17231	-0.7282	-0.90484
2550	1.254	0.642	YKL005C	3.0071	-2.20033	-2.06993	-1.87319	-0.45041	-0.99531	0.54685	0.13334	0.26216	0.46876	-0.3296	0.00116	1.65635	2.25913	2.20407	1.32972	2.36765	1.47373	2.13494	0.5318	-1.16445	-0.69378
2551	1.254	0.538	YKL094W	0.63357	-0.26886	-1.70689	-1.07606	-0.28887	2.1769	1.78664	2.25578	2.26545	-0.84002	0.22961	-1.40262	-0.23115	-0.35734	2.63304	2.0225	0.14061	-1.15853	1.71676	-2.70642	3.46346	-2.48342
2552	1.255	0.737	YMR188C	0.0972	-0.43337	-0.62573	-0.40298	1.66288	3.34402	3.35295	3.17884	1.52993	-1.68558	-2.39406	-3.65304	-2.20197	-0.97799	1.31418	-0.28765	1.35926	-0.25029	0.58218	-0.97468	0.15554	0.23858
2553	1.255	0.273	YGR095C	3.12818	-1.14118	-1.70764	-1.39739	-0.1859	-2.99768	0.0743	-2.07671	-1.73381	-0.33599	-2.09976	-0.01067	2.38259	2.02112	-0.11971	-1.02043	2.73079	1.03464	1.81016	4.63734	-0.22504	-3.58146
2554	1.255	0.672	YOR236W	2.7774	-1.60112	-2.50208	-2.27274	-0.53483	-1.18329	0.69148	0.4424	-0.2533	0.64532	-1.06603	-0.11141	1.60553	2.3875	1.79488	1.50878	2.85142	2.1622	-0.38092	1.45358	-1.12854	0.18413
2555	1.256	0.84	YOR101W	2.95466	-2.02045	-2.81709	-2.46579	-0.56179	-0.10703	1.44743	1.32841	0.84223	0.35733	-0.74434	-0.6553	1.14572	1.8792	2.57641	1.96635	2.57587	1.53231	0.44889	-0.03883	0.15956	-0.49334
2556	1.256	0.585	YCR094W	-0.79366	1.90466	-1.96083	-1.12995	0.20779	1.26976	0.99008	2.06117	0.38727	-0.67799	-0.89741	-1.59265	0.28112	1.0864	2.17136	2.26271	1.30847	0.55801	0.78102	-1.99364	1.27112	-0.89999
2557	1.257	0.783	YCR071C	0.52132	0.26715	-1.42922	-0.84341	1.67655	1.76551	2.23838	2.15198	0.06804	-1.93837	-2.6908	-3.46301	-0.53523	1.06187	2.01079	0.05844	2.78411	0.60758	3.22824	0.43255	-1.15197	-1.36289
2558	1.257	0.392	YNL143C	0.04471	0.80313	-1.26334	-1.18009	0.46442	-0.47541	0.35531	1.08357	-1.27523	0.45092	-1.84852	-0.84553	0.49209	2.15932	0.79034	1.09508	2.68464	2.85925	-2.33893	1.24002	-3.4866	3.27018
2559	1.257	0.577	YLR047C	0.47305	-0.13318	-1.76328	-1.64354	-0.35101	0.69642	0.88911	2.29768	0.64762	0.86063	-0.24632	-0.58304	0.2045	1.61237	2.17672	2.63959	1.84041	2.20409	-2.19695	-1.63791	-1.06717	2.90091
2560	1.257	0.695	YPL183C	3.18307	-3.08331	-2.29032	-2.28704	-0.98259	-0.12433	1.03774	1.11217	1.37566	1.01126	0.49791	0.19853	0.8913	1.44584	2.3462	1.93986	1.74641	1.37104	0.08138	-1.01844	-0.26038	0.77106
2561	1.257	0.66	YOL050C	-0.09533	1.09515	-2.82722	-1.97197	-0.34372	2.17965	1.79446	3.65234	1.69113	-0.32286	-0.40562	-1.82965	0.25601	1.34867	3.83573	4.08277	1.69011	0.9034	-0.12338	-3.17861	2.18343	-0.39297
2562	1.257	0.899	YPR127W	1.40432	-0.61904	-1.67333	-1.3581	1.49863	1.63865	3.05764	2.4882	0.20759	-1.38562	-3.49526	-3.44419	-0.87408	0.74421	1.45499	-0.18003	3.27193	1.32425	0.11407	1.61496	-1.17703	0.0206
2563	1.258	0.68	YPR029C	2.43857	-2.30112	-1.30922	-1.52787	-0.698	0.94696	2.24967	1.87589	1.87646	0.47097	-0.50029	-0.6581	-0.58774	-0.52823	1.07043	0.76329	1.04404	0.51252	-3.43667	0.1474	2.10513	0.56293
2564	1.258	0.744	YDR299W	4.37	-3.96221	-2.22663	-2.32875	-0.90776	-0.45233	1.61558	0.72077	1.49197	0.76361	-0.16494	-0.02258	0.9677	1.20998	2.11934	1.07029	2.14665	1.12363	0.27669	0.6644	0.2938	-0.52644
2565	1.258	0.506	YGR023W	0.0965	1.96931	-2.31005	-1.57706	-0.04794	-0.95718	0.38655	0.77374	-1.36516	-0.30477	-2.09818	-1.06926	1.54844	2.33151	1.23615	1.77233	2.72617	1.9409	-0.84743	1.50111	0.35322	-1.14009
2566	1.259	0.862	YGL165C	2.11698	-1.43162	-2.18141	-1.91584	-0.35541	0.79089	1.61957	2.18521	1.42914	0.24166	-0.41549	-1.03684	0.62033	1.63303	3.1477	2.44553	2.24962	1.37858	0.56394	-0.94328	0.12407	0.02786
2567	1.259	0.697	YCR045C	0.16644	-0.5177	-0.36691	-0.31028	1.82173	2.20876	2.22337	2.31504	0.38508	-1.18235	-2.23267	-2.96646	-1.52352	0.29307	1.18997	-0.42267	2.01357	0.89783	1.45844	-0.15182	-2.92293	1.66791
2568	1.259	0.844	YMR190C	0.54966	-0.20276	-1.57205	-1.34424	0.63147	1.33093	2.01103	2.11089	0.6095	-0.34912	-1.90145	-2.01375	-0.64789	0.49492	1.27137	0.7994	1.88835	1.13653	-1.13954	-0.47867	-1.1114	1.75431
2569	1.259	0.919	YKL078W	2.76751	-2.69677	-2.41646	-2.24576	-0.10034	0.77456	2.01608	1.78285	1.26202	0.15148	-0.91357	-1.24365	0.12523	1.05248	2.1649	1.30529	2.22245	1.21476	0.52319	-0.67434	-0.68117	0.6273
2570	1.26	0.623	YDR060W	2.52137	-1.9863	-2.4628	-2.32736	-0.97487	-0.68032	0.47372	0.69517	0.47436	1.00922	0.1201	0.37765	1.15939	1.72363	1.77818	1.83883	1.87436	1.68191	-0.90575	-0.25447	-0.65844	1.06768
2571	1.26	0.913	YOL135C	1.77793	-0.94252	-1.99556	-1.61463	0.29131	0.4721	1.5213	1.48207	0.46515	-0.3968	-1.35715	-1.54095	0.53211	1.56537	2.22038	1.21811	2.48406	1.20894	1.58596	0.1371	-0.63777	-0.63216
2572	1.26	0.676	YJR139C	1.07995	-0.78991	-0.96762	-0.51154	1.06175	1.44327	2.18405	1.1344	0.69193	-1.51901	-2.02893	-2.31529	-0.60482	-0.32174	0.90884	-0.53318	1.14991	-0.66854	2.86141	0.56622	1.24212	-2.96137
2573	1.26	0.774	YJR099W	1.04788	-1.52238	-0.31719	-0.34591	1.3092	2.51658	2.46311	2.25068	1.4307	-1.17709	-1.34648	-2.58331	-1.71278	-0.53703	1.38996	-0.62633	1.274	-0.11477	1.63372	-0.47759	-0.97721	0.35032
2574	1.26	0.725	YDL014W	2.58298	-1.12543	-3.191	-2.51769	-0.40076	-0.76731	0.76692	0.54481	-0.19019	0.12926	-1.1727	-0.42513	1.70652	2.35852	2.1946	1.75974	2.72434	1.57557	1.29068	0.81779	-0.31524	-1.38237
2575	1.261	0.72	YMR299C	0.78178	-1.30329	-0.31094	-0.27407	1.03392	2.18797	2.59152	1.86509	1.42318	-1.15651	-1.61267	-2.44634	-1.59774	-1.12006	0.62934	-0.66246	0.67342	-0.60866	0.96703	-0.34593	0.79558	-0.71033
2576	1.261	0.728	YIL006W	-0.49829	1.11004	-1.2545	-0.81366	1.04946	1.33473	1.38646	2.12506	-0.15452	-0.796	-1.91773	-2.2601	-0.39054	1.16136	1.55885	1.05037	2.10615	1.32829	0.50593	-0.43891	-1.51087	0.89463
2577	1.261	0.494	YJR017C	7.19805	-6.26822	-0.63856	-1.70996	0.6744	-1.76056	3.69525	-0.90398	0.19304	-0.02573	-3.67564	-1.5915	-0.61473	-0.23392	-1.58085	-5.30351	4.3358	1.86918	-1.90187	6.45311	-1.90875	-0.03783
2578	1.261	0.818	YMR034C	1.06209	-1.42641	-0.44374	-0.51783	1.28392	2.05155	2.59716	2.11101	0.99843	-1.0016	-2.01395	-2.61969	-1.58496	-0.45128	0.84439	-0.70196	1.59223	0.34123	0.37556	0.3364	-1.17049	0.80482
2579	1.261	0.829	YBL014C	2.09504	-1.19165	-2.62405	-2.32188	-0.36781	-0.04525	1.29305	1.40396	0.39185	0.41469	-1.13407	-0.77317	0.72756	1.64275	1.88526	1.68817	2.46665	1.79475	-1.10554	0.2398	-0.56441	0.81477
2580	1.261	0.376	YPL226W	3.38226	-1.93713	-3.1648	-2.72268	-1.69319	-2.15631	-0.4715	-0.66563	-0.21519	1.14806	0.47439	1.50927	2.55502	2.39862	1.72104	2.01401	1.89794	1.47854	-0.11129	1.24051	1.18969	-1.8535
2581	1.261	0.508	YPL173W	0.34339	-0.9689	0.54905	0.51586	2.03165	2.73068	2.94095	1.75215	0.96079	-2.09217	-2.56311	-3.38756	-2.42442	-1.76697	-0.13675	-2.27999	0.737	-1.11599	1.71423	0.91138	-0.28657	-0.91116
2582	1.262	0.746	YBR252W	0.97223	-1.17338	-1.75943	-1.75578	0.04257	1.88875	2.37393	2.93504	1.75246	0.21917	-0.86454	-1.82289	-1.07248	0.12109	1.77538	1.50427	1.56668	1.20473	-2.17033	-2.21323	-0.22869	2.78207
2583	1.262	0.76	YOR333C	0.39022	-0.48441	-1.00642	-1.00186	0.61082	1.6308	1.90164	2.40896	0.8551	-0.15193	-1.33276	-1.8657	-1.01122	0.32213	1.30598	0.83712	1.63296	1.23427	-1.36184	-0.8458	-1.31183	2.37906
2584	1.262	0.628	YKL084W	-1.21325	1.38087	-0.69682	-0.26271	1.73577	2.79375	2.47337	2.91079	0.59817	-1.52962	-2.52217	-3.42457	-1.69195	-0.20523	1.21773	0.27108	1.51139	0.35941	0.63145	-1.24231	-0.92419	0.89188
2585	1.262	0.757	YIL084C	2.55923	-2.40141	-0.7239	-1.01879	0.95329	0.55003	2.4656	1.14889	0.26095	-0.52777	-2.60483	-2.05241	-0.88047	0.13227	0.20167	-1.40774	2.5393	1.19629	-0.9055	2.75624	-1.66747	0.74831
2586	1.263	0.097	YOR053W	1.45049	-0.94695	-1.23046	-1.23177	-1.14708	-1.79976	-1.08605	-0.62084	-0.27963	1.47786	1.05196	1.63104	1.90534	2.14975	1.25273	1.86527	1.01054	1.65996	0.13054	-0.23042	-1.19266	0.85562
2587	1.263	0.693	YOR359W	1.41641	-0.7071	-2.17651	-2.01239	-0.31926	-0.00763	0.92162	1.679	0.26081	0.74917	-0.77626	-0.60759	0.67696	1.99807	2.05241	2.13659	2.47846	2.35834	-1.38032	-0.39414	-1.60602	2.14312
2588	1.263	0.854	YBR127C	3.80878	-2.59555	-2.51996	-2.14224	0.00651	0.80999	3.11094	1.59807	1.6595	-1.0289	-2.03015	-2.21901	0.18583	0.26828	2.11099	0.20435	2.58771	-0.04614	1.40814	1.48266	2.32372	-3.4157
2589	1.263	0.782	YGL074C	1.64877	-1.10659	-2.08738	-2.00946	0.32897	0.54959	1.75853	2.14706	0.27797	0.31553	-1.80882	-1.5783	0.02869	1.74087	1.89593	1.42365	3.04435	2.49252	-1.43585	0.34256	-2.6126	2.69525
