Alpha&Cls				
UID	NANE	PROCESS	FUNCTION	CLASSIFICATION (Spellman et al. [3])
YKR043C	YKR043C	unknown	unknown	
YKR044W	YKR044W	unknown	unknown	
YKR046C	YKR046C	unknown	unknown	G2/M
YKR047W	YKR047W	unknown	unknown	
YKR048C	NAP1	chromatin structure	nucleosome assembly protein	
YKR049C	YKR049C	unknown	unknown	
YKR050W	TRK2	transport	potassium permease	
YKR051W	YKR051W	unknown	unknown	
YKR052C	MRS4	transport	mitochondrial carrier	
YKR053C	YSR3	sphingolipid metabolism	dihydrosphingosine-1-phosphate phosphatase	
YKR054C	DYN1	cytoskeleton	dynein heavy chain	
YKR055W	RHO4	signaling	"GTP-binding protein, rho family"	
YKR057W	RPS21A	protein synthesis	ribosomal protein S21A	
YKR059W	TIF1	protein synthesis	translation initiation factor eIF4A	
YKR060W	YKR060W	unknown	unknown	
YKR061W	KTR2	protein glycosylation	putative mannosyltransferase; type 2 membrane protein	
YKR062W	TFA2	transcription	TFIIE 43 kD subunit	
YKR063C	LAS1	"morphogenesis, cytoskeletal assembly, bud formation"	(putative) gene expression 	
YKR064W	YKR064W	unknown	"unknown; similar to transcription factors, has Zn[2]-Cys[6]"	
YKR065C	YKR065C	unknown	unknown	
YKR066C	CCP1	oxidative stress response	cytochrome-c peroxidase	
YKR067W	YKR067W	unknown	unknown; similar to Sct1p	
YKR069W	MET1	methionine biosynthesis	siroheme synthase	S
YKR070W	YKR070W	unknown	unknown	
YKR071C	YKR071C	unknown	unknown	
YKR072C	SIS2	cell cycle and ion homeostasis	unknown	
YKR073C	YKR073C	unknown	unknown	
YKR074W	YKR074W	unknown	unknown	
YKR075C	YKR075C	unknown	unknown; similar to Reg1p	
YKR076W	ECM4	cell wall biogenesis	unknown	
YKR077W	YKR077W	unknown	unknown	G1
YKR078W	YKR078W	unknown	unknown; similar to Uso1p	
YKR079C	YKR079C	unknown	unknown	G2/M
YKR080W	MTD1	nucleotide metabolism	"NAD-dependent 5,10-methylenetetrahydrafolate dehydrogenase"	
YKR082W	NUP133	nuclear protein targeting	nuclear pore protein	
YKR084C	HBS1	unknown	unknown; similar to translation elongation factor EF-1alpha	
YKR085C	MRPL20	protein synthesis	"ribosomal protein, mitochondrial L20"	
YKR086W	PRP16	mRNA splicing	RNA helicase	
YKR087C	YKR087C	unknown	unknown; similar to neutral zinc metallopeptidases	
YKR088C	YKR088C	unknown	unknown	
YKR089C	YKR089C	unknown	unknown	
YKR090W	YKR090W	unknown	unknown	G1
YKR092C	SRP40	transcription (putative)	Suppressor of mutant AC40 subunit of RNA polymerase I and III	
YKR094C	RPL40B	protein synthesis	ribosomal protein L40B	
YKR097W	PCK1	TCA cycle	phosphoenolpyruvate carboxykinase	
YKR098C	UBP11	"protein degradation, ubiquitin-mediated"	ubiquitin-specific protease	
YKR099W	BAS1	"histidine, adenine biosynthesis"	transcription factor	
YKR100C	YKR100C	unknown	unknown	
YKR102W	FLO10	unknown	unknown; similar to flocculation protein Flo1p	
YKR103W	YKR103W	unknown	ATP-binding cassette (ABC) superfamily	M/G1
YKR104W	YKR104W	unknown	ATP-binding cassette (ABC) superfamily	
YKR106W	YKR106W	unknown	major facilitator superfamily	
YLL001W	DNM1	endocytosis	dynamin-related protein	
YLL004W	ORC3	DNA replication	"origin recognition complex, 62 kDa subunit"	
YLL005C	YLL005C	unknown	unknown	
YLL006W	MMM1	mitochondrial biogenesis	(putative) component of actin binding protein complex	
YLL007C	YLL007C	unknown	unknown	
YLL008W	DRS1	rRNA processing	RNA helicase	
YLL009C	COX17	respiration	cytochrome oxidase assembly	
YLL011W	SOF1	rRNA processing	nucleolar snRNP protein	
YLL012W	YLL012W	unknown	unknown; similar to human triacylglycerol lipase	G1
YLL013C	YLL013C	unknown	unknown; similar to Drosophila pumilio protein	
YLL014W	YLL014W	unknown	unknown	
YLL015W	BPT1	transport	bile pigment transporter	
YLL016W	SDC25	signaling (putative)	GDP/GTP exchange factor for Ras	
YLL017W	YLL017W	unknown	unknown	
YLL018C	DPS1	protein synthesis	"tRNA synthetase, aspartyl"	
YLL019C	KNS1	unknown	protein kinase	
YLL020C	YLL020C	unknown	unknown	
YLL021W	SPA2	cytoskeleton	cortical actin patch component	
YLL022C	HIF1	chromatin structure	interacts with histone acetyltransferase	G1
YLL023C	YLL023C	unknown	unknown	
YLL024C	SSA2	ER and mitochondrial translocation	cytosolic HSP70	
YLL025W	YLL025W	unknown	unknown; similar to Pau3p and members of the PAU1 family	
YLL026W	HSP104	heat shock response /thermotolerance	heat shock protein	
YLL027W	ISA1	unknown	unknown; Iron Sulfur Assembly -- IscA/NifA homolog	
YLL028W	TPO1	transport	polyamine transport protein	G2/M
YLL029W	YLL029W	unknown	unknown	
YLL031C	YLL031C	unknown	major facilitator superfamily	
YLL032C	YLL032C	unknown	unknown	S/G2
YLL033W	YLL033W	unknown	unknown	
YLL034C	YLL034C	unknown	unknown; similar to mammalian valosin-containing protein	
YLL035W	YLL035W	unknown	unknown	
YLL036C	PRP19	mRNA splicing; DNA repair	non-snRNP spliceosome component	
YLL038C	ENT4	endocytosis (putative)	unknown; epsin homolog	
YLL039C	UBI4	"protein degradation, ubiquitin-mediated"	ubiquitin	
YLL040C	VPS13	vacuolar protein targeting	component of peripheral membrane protein complex	
YLL041C	SDH2	"TCA cycle, oxidative phosphorylation"	succinate dehydrogenase	
YLL043W	FPS1	transport	glycerol channel protein	
YLL044W	YLL044W	unknown	unknown	
YLL045C	RPL8B	protein synthesis	ribosomal protein L8B	
YLL046C	RNP1	unknown	ribonucleoprotein	
YLL047W	YLL047W	unknown	unknown	
YLL048C	YBT1	transport	bile acid transporter of ABC family	
YLL049W	YLL049W	unknown	unknown	
YLL050C	COF1	cytoskeleton	cofilin	
YLL052C	AQY2	"transport, water"	aquaporin (putative)	
YLL054C	YLL054C	unknown	"unknown; similar to transcription factors, has Zn[2]-Cys[6]"	
YLL058W	YLL058W	unknown	unknown; similar to Neurospora crassa O-succinylhomoserine	
YLL060C	GTT2	glutathione metabolism	glutathione transferase	
YLL062C	YLL062C	unknown	unknown	S
YLL063C	AYT1	unknown	transacetylase (putative)	
YLL064C	YLL064C	unknown	unknown; similar to members of the PAU1 family	
YLL066C	YLL066C	unknown	unknown; similar to other subtelomerically-encoded proteins	G1
YLR001C	YLR001C	unknown	unknown	
YLR003C	YLR003C	unknown	unknown	
YLR005W	SSL1	transcription	TFIIH subunit	
YLR006C	SSK1	signaling	two-component pathway	
YLR007W	YLR007W	unknown	unknown	
YLR009W	YLR009W	protein synthesis	ribosomal protein L24B (putative)	
YLR011W	YLR011W	unknown	unknown; similar to E. coli 20.4 KD protein of unknown function	
YLR012C	YLR012C	unknown	unknown	
YLR013W	GAT3	transcription (putative)	"DNA binding protein, GATA family"	M/G1
YLR014C	PPR1	pyrimidine biosynthesis	transcription factor	
YLR015W	YLR015W	unknown	unknown	
YLR018C	YLR018C	unknown	unknown	
YLR019W	YLR019W	unknown	unknown	
YLR020C	YLR020C	unknown	unknown; similar to triacylglycerol lipase	
YLR021W	YLR021W	unknown	unknown	
YLR022C	YLR022C	unknown	unknown	
YLR023C	YLR023C	unknown	unknown	
YLR024C	YLR024C	unknown	unknown; similar to ubiquitin-protein ligase Ubr1p	
YLR025W	SNF7	glucose derepression	unknown	
YLR026C	SED5	secretion	ER-to-Golgi t-SNARE	
YLR027C	AAT2	aspartate metabolism	"aspartate aminotranferase,"	
YLR028C	ADE16	purine biosynthesis	5-aminoimidazole-4-carboxamide ribonucleotide (AICAR) transformylase/IMP cyclohydrolase	
YLR029C	RPL15A	protein synthesis	ribosomal protein L15A	
YLR030W	YLR030W	unknown	unknown	
YLR031W	YLR031W	unknown	unknown	
YLR032W	RAD5	DNA repair	DNA helicase	G1
YLR033W	YLR033W	unknown	involved in temperature-sensitive growth and in pheromone response pathway	
YLR034C	SMF3	trnasport (putative)	metal transporter (putative)	G2/M
YLR036C	YLR036C	unknown	unknown	
YLR037C	YLR037C	unknown	unknown; similar to Pau3p and other members of the PAU1	
YLR038C	COX12	oxidative phosphorylation	"cytochrome-c oxidase, subunit VIb"	
YLR039C	RIC1	transcription	(putative) transcriptional regulator of rRNA and proteins	
YLR040C	YLR040C	unknown	unknown	M/G1
YLR041W	YLR041W	unknown	unknown	M/G1
YLR042C	YLR042C	unknown	unknown	
YLR043C	TRX1	DNA replication	thioredoxin I	
YLR044C	PDC1	glycolysis	pyruvate decarboxylase	
YLR045C	STU2	cytoskeleton	spindle pole body component	S
YLR046C	YLR046C	unknown	unknown	
YLR047C	YLR047C	unknown	unknown	
YLR048W	RPS0B	protein synthesis	ribosomal protein S0B	
YLR049C	YLR049C	unknown	unknown	G1
YLR050C	YLR050C	unknown	unknown; similar to C-terminal region of human MAC30	G1
YLR051C	YLR051C	unknown	unknown	
YLR053C	YLR053C	unknown	unknown; similar to xylose isomerase	
YLR054C	YLR054C	unknown	unknown	
YLR055C	SPT8	chromatin structure	histone acetyltransferase complex subunit	
YLR056W	ERG3	sterol metabolism	C-5 sterol desaturase	S/G2
YLR058C	SHM2	one-carbon interconversion	serine hydroxymethyltransferase	S/G2
YLR059C	YNT20	unknown	suppresses prp12 mutation
YLR060W	FRS1	protein synthesis	"tRNA synthetase, phenylalanyl, subunit"
YLR061W	RPL22A	protein synthesis	ribosomal protein L22A
YLR062C	YLR062C	unknown	unknown
YLR064W	YLR064W	unknown	unknown
YLR066W	SPC3	secretion	signal peptidase subunit
YLR067C	PET309	RNA processing	COX1 mRNA stability
YLR068W	YLR068W	unknown	unknown
YLR069C	MEF1	protein synthesis	"translation elongation factor G, mitochondrial"
YLR070C	YLR070C	unknown	unknown; similar to sugar dehydrogenases
YLR071C	RGR1	transcription	RNA polymerase II mediator subunit
YLR072W	YLR072W	unknown	unknown
YLR073C	YLR073C	unknown	unknown
YLR075W	RPL10	protein synthesis	ribosomal protein L10
YLR076C	YLR076C	unknown	unknown
YLR077W	YLR077W	unknown	unknown
YLR079W	SIC1	cell cycle	Cdc28p-Clb5 protein kinase inhibitor	M/G1
YLR080W	YLR080W	unknown	unknown	
YLR081W	GAL2	transport	glucose and galactose permease	
YLR082C	SRL2	unknown	unknown; suppressor of Rad53 lethality	
YLR083C	EMP70	secretion (putative)	endosomal membrane protein	
YLR084C	RAX2	cell polarity (putative)	unknown	G2/M
YLR085C	ARP6	cytoskeleton (putative)	actin-related protein	
YLR086W	SMC4	"mitosis, chromosome condensation and segregation"	unknown	
YLR087C	YLR087C	unknown	unknown	
YLR088W	GAA1	protein processing	GPI:protein transamidase component	
YLR091W	YLR091W	unknown	unknown	
YLR094C	GIS3	unknown	unknown	
YLR097C	YLR097C	unknown	unknown	
YLR098C	CHA4	ser/thr metabolism	CHA1 activator	G2/M
YLR099C	ICT1	copper ion homeostasis (putative)	unknown	S/G2
YLR100W	YLR100W	unknown	unknown	G2/M
YLR101C	YLR101C	unknown	unknown	
YLR102C	APC9	cell cycle	anaphase-promoting complex subunit	
YLR103C	CDC45	DNA replication	pre-replicative complex subunit (putative)	G1
YLR107W	YLR107W	unknown	unknown	
YLR109W	AHP1	oxidative stress response	alkyl hydroperoxide reductase	
YLR110C	YLR110C	unknown	"unknown; similar to Flo1p, Fig2p, Flo5p, Yal063p, and Ykr102p"	
YLR112W	YLR112W	unknown	unknown	
YLR113W	HOG1	"signaling, high osmolarity pathway"	MAPK (mitogen-activated protein kinase)	
YLR114C	YLR114C	unknown	unknown; similar to Drosophila bicaudal-D protein	
YLR116W	MSL5	mRNA splicing	branchpoint bridging protein (commitment complex component)	
YLR117C	SYF3	cell cycle (putative)	unknown; synthetic lethal with cdc40	
YLR119W	SRN2	"RNA export, putative"	unknown	
YLR120C	YPS1	protein processing	GPI-anchored aspartic protease	
YLR121C	YPS3	protein processing	GPI-anchored aspartic protease	G1
YLR123C	YLR123C	unknown	unknown; similar to class I family of aminoacyl-tRNA	
YLR124W	YLR124W	unknown	unknown	
YLR128W	YLR128W	unknown	unknown	
YLR129W	DIP2	unknown	interacts with Dom3p	
YLR130C	ZRT2	transport	zinc transporter	
YLR131C	ACE2	transcription	CUP1 regulator	G2/M
YLR132C	YLR132C	unknown	unknown	
YLR133W	CKI1	lipid metabolism	choline kinase	
YLR134W	PDC5	glycolysis	pyruvate decarboxylase	
YLR135W	YLR135W	unknown	unknown	G1
YLR136C	TIS11	unknown	unknown	
YLR138W	NHA1	transport (putative)	Na+/H+ antiporter	
YLR142W	PUT1	proline utilization	proline oxidase	S/G2
YLR143W	YLR143W	unknown	unknown; similar to Mmd1p	
YLR144C	ACF2	cytoskeleton	cortical actin assembly	
YLR145W	YLR145W	unknown	unknown	
YLR146C	SPE4	spermine biosynthesis	spermine synthase	
YLR148W	PEP3	vacuole biogenesis	vacuolar membrane protein	
YLR149C	YLR149C	unknown	unknown	
YLR150W	STM1	unknown	unknown; suppressor of tom1 and pop2 mutations	
YLR152C	YLR152C	unknown	unknown; similar to Ecm3p	
YLR153C	ACS2	acetyl-CoA biosynthesis	acetyl-coenzyme A synthetase	
YLR154C	YLR154C	unknown	unknown	G1
YLR155C	ASP3-1	asparagine utilization	L-asparaginase II	
YLR156W	YLR156W	unknown	unknown	
YLR157C	ASP3-2	asparagine utilization	L-asparaginase II	
YLR158C	ASP3-3	asparagine utilization	L-asparaginase II	
YLR159W	YLR159W	unknown	unknown	
YLR160C	ASP3-4	asparagine utilization	L-asparaginase II	
YLR162W	YLR162W	unknown	unknown	
YLR163C	MAS1	protein processing	mitochondrial processing protease subunit	
YLR165C	YLR165C	unknown	unknown	
YLR167W	RPS31	protein synthesis	ribosomal protein S31	
YLR169W	YLR169W	unknown	unknown	S/G2
YLR171W	YLR171W	unknown	unknown	
YLR172C	DPH5	diphthamide biosynthesis	diphthamide methyltransferase	
YLR173W	YLR173W	unknown	unknown	
YLR174W	IDP2	TCA cycle	isocitrate dehydrogenase	
YLR175W	CBF5	mitosis	centromeric microtubule binding protein	
YLR177W	YLR177W	unknown	unknown	
YLR179C	YLR179C	unknown	unknown; similar to Tfs1p	
YLR181C	YLR181C	unknown	unknown	
YLR183C	YLR183C	unknown	unknown	G1
YLR184W	YLR184W	unknown	unknown	
YLR185W	RPL37A	protein synthesis	ribosomal protein L37A	
YLR186W	YLR186W	unknown	unknown	
YLR188W	MDL1	transport	ATP-binding cassette (ABC) family	
YLR189C	UGT51	sterol metabolism	UDP-glycosyltransferases	
YLR190W	YLR190W	unknown	unknown	G2/M
YLR191W	PEX13	peroxisomal protein targeting	docks peroxisomal protein receptor	
YLR192C	HCr1	unknown	unknown; high copy suppressor of rpg1	
YLR193C	YLR193C	unknown	unknown; similar to Msf1p	
YLR194C	YLR194C	unknown	unknown	M/G1
YLR195C	NMT1	protein processing	N-myristoyltransferase	
YLR196W	PWP1	unknown	unknown; similar to beta-transducin superfamily	
YLR197W	SIK1	rRNA processing	nucleolar protein	
YLR198C	YLR198C	unknown	unknown	
YLR199C	YLR199C	unknown	unknown	
YLR200W	YKE2	cytoskeleton	microtubule nucleation	
YLR202C	YLR202C	unknown	unknown	
YLR203C	MSS51	"mRNA splicing, COX1 and COB mRNA"	unknown	
YLR204W	QRI5	unknown	unknown	
YLR205C	YLR205C	unknown	unknown	
YLR206W	ENT2	endocytosis (putative)	unknown; epsin homolog	
YLR207W	HRD3	protein degradation	HMG-CoA reductase degradation	
YLR208W	SEC13	secretion	vesicle coat component	
YLR209C	YLR209C	unknown	unknown; similar to human purine nucleoside phosphorylase	S/G2
YLR210W	CLB4	cell cycle	G2/M cyclin	S/G2
YLR211C	YLR211C	unknown	unknown	
YLR212C	TUB4	cytoskeleton	gamma-tubulin	G1
YLR213C	CRR1	unknown	"unknown; sporulation specific, related to Crh1p"	
YLR214W	FRE1	iron homeostasis	ferric (and cupric) reductase	G2/M
YLR215C	YLR215C	unknown	unknown	
YLR216C	CPR6	protein folding (putative)	peptidyl-prolyl cus-trans isomerase	
YLR217W	YLR217W	unknown	unknown	
YLR218C	YLR218C	unknown	unknown	
YLR219W	YLR219W	unknown	unknown	
YLR220W	CCC1	"ion homeostasis, Ca2+ and Mn2+"	"transmembrane transporter, putative"	
YLR221C	YLR221C	unknown	unknown	
YLR222C	YLR222C	unknown	unknown	
YLR224W	YLR224W	unknown	unknown	
YLR225C	YLR225C	unknown	unknown	S/G2
YLR226W	BUR2	unknown	unknown	
YLR228C	ECM22	unknown	"unknown; similar to transcription factors, has Zn[2]-Cys[6]"	
YLR229C	CDC42	"signaling, filamentous or polarized growth"	"GTPase, Rho subfamily"	
YLR230W	YLR230W	unknown	unknown	
YLR231C	YLR231C	unknown	unknown; similar to rat kynureninase (PIR:PS0370)	G1
YLR232W	YLR232W	unknown	unknown	
YLR233C	EST1	telomere length regulation	putative end-binding protein	G1
YLR235C	YLR235C	unknown	unknown	G1
YLR236C	YLR236C	unknown	unknown	G1
YLR237W	THI7	transport	thiamine transporter	
YLR238W	YLR238W	unknown	unknown	
YLR239C	YLR239C	unknown	unknown; similar to E. coli LipB protein which is	
YLR240W	VPS34	vacuolar protein targeting	phosphatidylinositol 3-kinase	
YLR241W	YLR241W	unknown	major facilitator superfamily	
YLR242C	ARV1	unknown	unknown; similar to C.elegans R05H5.5 protein and Nup120p	
YLR243W	YLR243W	unknown	unknown	
YLR244C	MAP1	protein processing	methionine aminopeptidase	
YLR245C	CDD1	pyrimidine metabolism	cytidine deaminase	
YLR247C	YLR247C	unknown	unknown; similar to Rad16p	
YLR248W	RCK2	unknown	Ca/calmodulin-dependent protein kinase	
YLR249W	YEF3	protein synthesis	translation elongation factor eEF3	
YLR250W	SSP120	secretion	unknown	
YLR251W	YLR251W	unknown	unknown; similar to mouse MPV17 protein	
YLR253W	YLR253W	unknown	unknown; similar to Abc1p	
YLR254C	YLR254C	unknown	unknown	G2/M
YLR255C	YLR255C	unknown	unknown	
YLR256W	HAP1	transcription	heme-dependent transcription factor	
YLR257W	YLR257W	unknown	unknown	
YLR258W	GSY2	glycogen metabolism	glycogen synthase	
YLR259C	HSP60	protein folding	mitochondrial chaperonin	
YLR260W	LCB5	sphingolipid metabolism	long chain base kinase	
YLR261C	YLR261C	unknown	unknown	
YLR262C	YPT6	secretion	"GTP-binding protein, rab family"	
YLR263W	RED1	"meiosis, synapsis"	synaptonemal complex component (putative)	
YLR264W	RPS28B	protein synthesis	ribosomal protein S28B	
YLR265C	YLR265C	unknown	unknown	
YLR266C	YLR266C	unknown	"unknown; similar to transcription factors, has Zn[2]-Cys[6]"	
YLR267W	BOP2	unknown	unknown; bypass of PAM1	
YLR269C	YLR269C	unknown	unknown	
YLR270W	YLR270W	unknown	unknown	
YLR271W	YLR271W	unknown	unknown; similar to retrovirus-related protease	
YLR272C	LOC7	"mitosis, sister chromatid cohesion"	unknown	
YLR273C	PIG1	glucose repression	(putative) Glc7p regulatory subunit	M/G1
YLR277C	YSH1	mRNA 3'-end processing	cleavage/polyadenylation factor CF II component	
YLR279W	YLR279W	unknown	unknown	
YLR280C	YLR280C	unknown	unknown	
YLR281C	YLR281C	unknown	unknown	
YLR282C	YLR282C	unknown	unknown	
YLR283W	YLR283W	unknown	unknown	
YLR284C	ECI1	unknown	"putative enoyl-CoA hydratase, peroxisomal"	
YLR285W	YLR285W	unknown	unknown	
YLR286C	CTS1	cell wall biogenesis	endochitinase	G1
YLR287C	YLR287C	unknown	unknown	
YLR288C	MEC3	DNA repair; DNA damage checkpoint	activates exonuclease	S/G2
YLR289W	GUF1	unknown	GTPase; similar to E. coli LepA	
YLR290C	YLR290C	unknown	unknown	
YLR291C	GCD7	protein synthesis	translation initiation factor eIF2b subunit	
YLR292C	SEC72	secretion	ER protein translocation subcomplex subunit	
YLR293C	GSP1	nuclear protein targeting	"GTP-binding protein, ras superfamily"	
YLR294C	YLR294C	unknown	unknown	
YLR295C	ATP14	ATP synthesis	"F1F0-ATPase complex, subunit h"	
YLR296W	YLR296W	unknown	unknown	
YLR297W	YLR297W	unknown	unknown	G2/M
YLR298C	YHC1	mRNA splicing	U1 snRNP protein	
YLR300W	EXG1	cell wall biogenesis	"exo-beta-1,3-glucanase"	G1
YLR301W	YLR301W	unknown	unknown	
YLR303W	MET17	methionine biosynthesis	O-acetylhomoserine sulfhydrylase	S/G2
YLR304C	ACO1	TCA cycle	aconitase	
YLR305C	STT4	"signaling, PKC1 pathway"	phosphatidylinositol-4-kinase	
YLR306W	UBC12	"protein degradation, ubiquitin-mediated"	E2 ub.-conjugating enzyme	
YLR307W	CDA1	sporulation	chitin deacetylase	
YLR308W	CDA2	sporulation	chitin deacetylase	
YLR309C	IMH1	secretion (putative)	unknown; suppresses ypt6 ts mutation	
YLR310C	CDC25	signaling	GDP/GTP exchange factor for Ras1p and Ras2p	
YLR311C	YLR311C	unknown	unknown	
YLR312C	YLR312C	unknown	unknown	
YLR314C	CDC3	cytokinesis	septin	
YLR317W	YLR317W	unknown	unknown	
YLR318W	EST2	telomere length regulation	telomerase catalytic subunit	
YLR319C	BUD6	"bud site selection, bipolar"	actin-interacting protein	
YLR320W	YLR320W	unknown	unknown	
YLR321C	SFH1	chromatin structure	chromatin remodeling complex subunit	
YLR322W	YLR322W	unknown	unknown	
YLR324W	YLR324W	unknown	unknown	
YLR325C	RPL38	protein synthesis	ribosomal protein L38	
YLR326W	YLR326W	unknown	unknown	G1
YLR327C	YLR327C	unknown	unknown; similar to Stf2p	
YLR328W	YLR328W	unknown	unknown	
YLR329W	REC102	"meiosis, recombination"	ds break formation complex subunit	
YLR330W	CHS5	cell wall biogenesis	unknown	
YLR331C	YLR331C	unknown	unknown	
YLR332W	MID2	mating (putative)	unknown; mutant is sensitive to matin pheromone	
YLR333C	RPS25B	protein synthesis	ribosomal protein S25B	
YLR334C	YLR334C	unknown	unknown	
YLR335W	NUP2	nuclear protein targeting	nuclear pore protein	
YLR336C	SGD1	signaling (putative)	high osmolarity pathway	
YLR338W	YLR338W	unknown	unknown	
YLR339C	YLR339C	unknown	unknown	
YLR340W	RPP0	protein synthesis	"ribosomal protein L10, acidic"	
